cattle_type,month,coverage_bin,coverage_label,bin_order,insured_head,endorsements,head_share,endorsement_share
fed,2011-04-01,b90_94,90--94.99%,4,50,1,0.0588235294117647,0.25
fed,2011-04-01,b95_100,95--100%,5,800,3,0.941176470588235,0.75
fed,2012-05-01,b70_79,70--79.99%,1,0,0,0,0
fed,2012-05-01,b80_84,80--84.99%,2,0,0,0,0
fed,2012-05-01,b85_89,85--89.99%,3,0,0,0,0
fed,2012-05-01,b90_94,90--94.99%,4,100,1,0.588235294117647,0.333333333333333
fed,2012-05-01,b95_100,95--100%,5,70,2,0.411764705882353,0.666666666666667
fed,2012-06-01,b70_79,70--79.99%,1,0,0,0,0
fed,2012-06-01,b80_84,80--84.99%,2,0,0,0,0
fed,2012-06-01,b85_89,85--89.99%,3,0,0,0,0
fed,2012-06-01,b90_94,90--94.99%,4,172,1,1,1
fed,2012-06-01,b95_100,95--100%,5,0,0,0,0
fed,2016-04-01,b70_79,70--79.99%,1,0,0,0,0
fed,2016-04-01,b80_84,80--84.99%,2,0,0,0,0
fed,2016-04-01,b85_89,85--89.99%,3,0,0,0,0
fed,2016-04-01,b90_94,90--94.99%,4,0,0,0,0
fed,2016-04-01,b95_100,95--100%,5,435,2,1,1
fed,2009-08-01,b70_79,70--79.99%,1,0,0,0,0
fed,2009-08-01,b80_84,80--84.99%,2,0,0,0,0
fed,2009-08-01,b85_89,85--89.99%,3,0,0,0,0
fed,2009-08-01,b90_94,90--94.99%,4,0,0,0,0
fed,2009-08-01,b95_100,95--100%,5,292,2,1,1
fed,2009-09-01,b70_79,70--79.99%,1,0,0,0,0
fed,2009-09-01,b80_84,80--84.99%,2,0,0,0,0
fed,2009-09-01,b85_89,85--89.99%,3,0,0,0,0
fed,2009-09-01,b90_94,90--94.99%,4,100,1,0.0297619047619048,0.1
fed,2009-09-01,b95_100,95--100%,5,3260,9,0.970238095238095,0.9
fed,2010-02-01,b70_79,70--79.99%,1,0,0,0,0
fed,2010-02-01,b80_84,80--84.99%,2,0,0,0,0
fed,2010-02-01,b85_89,85--89.99%,3,0,0,0,0
fed,2010-02-01,b90_94,90--94.99%,4,0,0,0,0
fed,2010-02-01,b95_100,95--100%,5,410,6,1,1
fed,2010-05-01,b70_79,70--79.99%,1,0,0,0,0
fed,2010-05-01,b80_84,80--84.99%,2,0,0,0,0
fed,2010-05-01,b85_89,85--89.99%,3,0,0,0,0
fed,2010-05-01,b90_94,90--94.99%,4,0,0,0,0
fed,2010-05-01,b95_100,95--100%,5,440,5,1,1
fed,2010-08-01,b70_79,70--79.99%,1,0,0,0,0
fed,2010-08-01,b80_84,80--84.99%,2,0,0,0,0
fed,2010-08-01,b85_89,85--89.99%,3,0,0,0,0
fed,2010-08-01,b90_94,90--94.99%,4,0,0,0,0
fed,2010-08-01,b95_100,95--100%,5,968,7,1,1
fed,2011-06-01,b70_79,70--79.99%,1,0,0,0,0
fed,2011-06-01,b80_84,80--84.99%,2,0,0,0,0
fed,2011-06-01,b85_89,85--89.99%,3,0,0,0,0
fed,2011-06-01,b90_94,90--94.99%,4,0,0,0,0
fed,2011-06-01,b95_100,95--100%,5,120,2,1,1
fed,2011-08-01,b70_79,70--79.99%,1,0,0,0,0
fed,2011-08-01,b80_84,80--84.99%,2,0,0,0,0
fed,2011-08-01,b85_89,85--89.99%,3,0,0,0,0
fed,2011-08-01,b90_94,90--94.99%,4,200,1,0.298507462686567,0.25
fed,2011-08-01,b95_100,95--100%,5,470,3,0.701492537313433,0.75
fed,2012-09-01,b70_79,70--79.99%,1,0,0,0,0
fed,2012-09-01,b80_84,80--84.99%,2,0,0,0,0
fed,2012-09-01,b85_89,85--89.99%,3,0,0,0,0
fed,2012-09-01,b90_94,90--94.99%,4,80,1,0.285714285714286,0.5
fed,2012-09-01,b95_100,95--100%,5,200,1,0.714285714285714,0.5
fed,2013-09-01,b70_79,70--79.99%,1,0,0,0,0
fed,2013-09-01,b80_84,80--84.99%,2,0,0,0,0
fed,2013-09-01,b85_89,85--89.99%,3,0,0,0,0
fed,2013-09-01,b90_94,90--94.99%,4,0,0,0,0
fed,2013-09-01,b95_100,95--100%,5,765,3,1,1
fed,2013-11-01,b70_79,70--79.99%,1,0,0,0,0
fed,2013-11-01,b80_84,80--84.99%,2,0,0,0,0
fed,2013-11-01,b85_89,85--89.99%,3,0,0,0,0
fed,2013-11-01,b90_94,90--94.99%,4,0,0,0,0
fed,2013-11-01,b95_100,95--100%,5,543,4,1,1
fed,2018-09-01,b70_79,70--79.99%,1,0,0,0,0
fed,2018-09-01,b80_84,80--84.99%,2,0,0,0,0
fed,2018-09-01,b85_89,85--89.99%,3,0,0,0,0
fed,2018-09-01,b90_94,90--94.99%,4,0,0,0,0
fed,2018-09-01,b95_100,95--100%,5,85,2,1,1
fed,2008-02-01,b70_79,70--79.99%,1,0,0,0,0
fed,2008-02-01,b80_84,80--84.99%,2,0,0,0,0
fed,2008-02-01,b85_89,85--89.99%,3,0,0,0,0
fed,2008-02-01,b90_94,90--94.99%,4,46,1,0.5,0.5
fed,2008-02-01,b95_100,95--100%,5,46,1,0.5,0.5
fed,2012-03-01,b70_79,70--79.99%,1,0,0,0,0
fed,2012-03-01,b80_84,80--84.99%,2,0,0,0,0
fed,2012-03-01,b85_89,85--89.99%,3,0,0,0,0
fed,2012-03-01,b90_94,90--94.99%,4,600,2,0.6,0.666666666666667
fed,2012-03-01,b95_100,95--100%,5,400,1,0.4,0.333333333333333
fed,2019-05-01,b70_79,70--79.99%,1,0,0,0,0
fed,2019-05-01,b80_84,80--84.99%,2,0,0,0,0
fed,2019-05-01,b85_89,85--89.99%,3,0,0,0,0
fed,2019-05-01,b90_94,90--94.99%,4,0,0,0,0
fed,2019-05-01,b95_100,95--100%,5,80,1,1,1
fed,2007-09-01,b70_79,70--79.99%,1,0,0,0,0
fed,2007-09-01,b80_84,80--84.99%,2,0,0,0,0
fed,2007-09-01,b85_89,85--89.99%,3,0,0,0,0
fed,2007-09-01,b90_94,90--94.99%,4,0,0,0,0
fed,2007-09-01,b95_100,95--100%,5,90,1,1,1
fed,2007-10-01,b70_79,70--79.99%,1,0,0,0,0
fed,2007-10-01,b80_84,80--84.99%,2,0,0,0,0
fed,2007-10-01,b85_89,85--89.99%,3,0,0,0,0
fed,2007-10-01,b90_94,90--94.99%,4,0,0,0,0
fed,2007-10-01,b95_100,95--100%,5,25,1,1,1
fed,2008-03-01,b70_79,70--79.99%,1,0,0,0,0
fed,2008-03-01,b80_84,80--84.99%,2,0,0,0,0
fed,2008-03-01,b85_89,85--89.99%,3,0,0,0,0
fed,2008-03-01,b90_94,90--94.99%,4,500,1,1,1
fed,2008-03-01,b95_100,95--100%,5,0,0,0,0
fed,2008-07-01,b70_79,70--79.99%,1,0,0,0,0
fed,2008-07-01,b80_84,80--84.99%,2,0,0,0,0
fed,2008-07-01,b85_89,85--89.99%,3,0,0,0,0
fed,2008-07-01,b90_94,90--94.99%,4,0,0,0,0
fed,2008-07-01,b95_100,95--100%,5,400,2,1,1
fed,2008-08-01,b70_79,70--79.99%,1,0,0,0,0
fed,2008-08-01,b80_84,80--84.99%,2,0,0,0,0
fed,2008-08-01,b85_89,85--89.99%,3,0,0,0,0
fed,2008-08-01,b90_94,90--94.99%,4,0,0,0,0
fed,2008-08-01,b95_100,95--100%,5,190,2,1,1
fed,2008-09-01,b70_79,70--79.99%,1,0,0,0,0
fed,2008-09-01,b80_84,80--84.99%,2,0,0,0,0
fed,2008-09-01,b85_89,85--89.99%,3,0,0,0,0
fed,2008-09-01,b90_94,90--94.99%,4,0,0,0,0
fed,2008-09-01,b95_100,95--100%,5,1200,2,1,1
fed,2008-10-01,b70_79,70--79.99%,1,0,0,0,0
fed,2008-10-01,b80_84,80--84.99%,2,0,0,0,0
fed,2008-10-01,b85_89,85--89.99%,3,0,0,0,0
fed,2008-10-01,b90_94,90--94.99%,4,0,0,0,0
fed,2008-10-01,b95_100,95--100%,5,300,1,1,1
fed,2009-04-01,b70_79,70--79.99%,1,0,0,0,0
fed,2009-04-01,b80_84,80--84.99%,2,0,0,0,0
fed,2009-04-01,b85_89,85--89.99%,3,0,0,0,0
fed,2009-04-01,b90_94,90--94.99%,4,0,0,0,0
fed,2009-04-01,b95_100,95--100%,5,120,1,1,1
fed,2009-11-01,b70_79,70--79.99%,1,0,0,0,0
fed,2009-11-01,b80_84,80--84.99%,2,0,0,0,0
fed,2009-11-01,b85_89,85--89.99%,3,0,0,0,0
fed,2009-11-01,b90_94,90--94.99%,4,0,0,0,0
fed,2009-11-01,b95_100,95--100%,5,200,1,1,1
fed,2010-07-01,b70_79,70--79.99%,1,0,0,0,0
fed,2010-07-01,b80_84,80--84.99%,2,0,0,0,0
fed,2010-07-01,b85_89,85--89.99%,3,0,0,0,0
fed,2010-07-01,b90_94,90--94.99%,4,100,1,0.5,0.5
fed,2010-07-01,b95_100,95--100%,5,100,1,0.5,0.5
fed,2010-09-01,b70_79,70--79.99%,1,0,0,0,0
fed,2010-09-01,b80_84,80--84.99%,2,0,0,0,0
fed,2010-09-01,b85_89,85--89.99%,3,0,0,0,0
fed,2010-09-01,b90_94,90--94.99%,4,0,0,0,0
fed,2010-09-01,b95_100,95--100%,5,105,2,1,1
fed,2011-05-01,b70_79,70--79.99%,1,0,0,0,0
fed,2011-05-01,b80_84,80--84.99%,2,0,0,0,0
fed,2011-05-01,b85_89,85--89.99%,3,0,0,0,0
fed,2011-05-01,b90_94,90--94.99%,4,0,0,0,0
fed,2011-05-01,b95_100,95--100%,5,1840,4,1,1
fed,2011-11-01,b70_79,70--79.99%,1,0,0,0,0
fed,2011-11-01,b80_84,80--84.99%,2,0,0,0,0
fed,2011-11-01,b85_89,85--89.99%,3,0,0,0,0
fed,2011-11-01,b90_94,90--94.99%,4,0,0,0,0
fed,2011-11-01,b95_100,95--100%,5,20,1,1,1
fed,2012-01-01,b70_79,70--79.99%,1,0,0,0,0
fed,2012-01-01,b80_84,80--84.99%,2,0,0,0,0
fed,2012-01-01,b85_89,85--89.99%,3,0,0,0,0
fed,2012-01-01,b90_94,90--94.99%,4,0,0,0,0
fed,2012-01-01,b95_100,95--100%,5,108,1,1,1
fed,2012-02-01,b70_79,70--79.99%,1,0,0,0,0
fed,2012-02-01,b80_84,80--84.99%,2,0,0,0,0
fed,2012-02-01,b85_89,85--89.99%,3,0,0,0,0
fed,2012-02-01,b90_94,90--94.99%,4,0,0,0,0
fed,2012-02-01,b95_100,95--100%,5,200,1,1,1
fed,2012-04-01,b70_79,70--79.99%,1,0,0,0,0
fed,2012-04-01,b80_84,80--84.99%,2,0,0,0,0
fed,2012-04-01,b85_89,85--89.99%,3,0,0,0,0
fed,2012-04-01,b90_94,90--94.99%,4,0,0,0,0
fed,2012-04-01,b95_100,95--100%,5,250,1,1,1
fed,2012-10-01,b70_79,70--79.99%,1,0,0,0,0
fed,2012-10-01,b80_84,80--84.99%,2,0,0,0,0
fed,2012-10-01,b85_89,85--89.99%,3,0,0,0,0
fed,2012-10-01,b90_94,90--94.99%,4,0,0,0,0
fed,2012-10-01,b95_100,95--100%,5,83,1,1,1
fed,2013-08-01,b70_79,70--79.99%,1,0,0,0,0
fed,2013-08-01,b80_84,80--84.99%,2,0,0,0,0
fed,2013-08-01,b85_89,85--89.99%,3,0,0,0,0
fed,2013-08-01,b90_94,90--94.99%,4,0,0,0,0
fed,2013-08-01,b95_100,95--100%,5,1700,2,1,1
fed,2017-07-01,b70_79,70--79.99%,1,0,0,0,0
fed,2017-07-01,b80_84,80--84.99%,2,0,0,0,0
fed,2017-07-01,b85_89,85--89.99%,3,0,0,0,0
fed,2017-07-01,b90_94,90--94.99%,4,0,0,0,0
fed,2017-07-01,b95_100,95--100%,5,75,2,1,1
fed,2018-06-01,b70_79,70--79.99%,1,0,0,0,0
fed,2018-06-01,b80_84,80--84.99%,2,0,0,0,0
fed,2018-06-01,b85_89,85--89.99%,3,0,0,0,0
fed,2018-06-01,b90_94,90--94.99%,4,0,0,0,0
fed,2018-06-01,b95_100,95--100%,5,80,1,1,1
fed,2018-07-01,b70_79,70--79.99%,1,0,0,0,0
fed,2018-07-01,b80_84,80--84.99%,2,0,0,0,0
fed,2018-07-01,b85_89,85--89.99%,3,0,0,0,0
fed,2018-07-01,b90_94,90--94.99%,4,0,0,0,0
fed,2018-07-01,b95_100,95--100%,5,100,1,1,1
fed,2019-03-01,b70_79,70--79.99%,1,0,0,0,0
fed,2019-03-01,b80_84,80--84.99%,2,0,0,0,0
fed,2019-03-01,b85_89,85--89.99%,3,0,0,0,0
fed,2019-03-01,b90_94,90--94.99%,4,0,0,0,0
fed,2019-03-01,b95_100,95--100%,5,255,3,1,1
fed,2019-09-01,b70_79,70--79.99%,1,0,0,0,0
fed,2019-09-01,b80_84,80--84.99%,2,0,0,0,0
fed,2019-09-01,b85_89,85--89.99%,3,0,0,0,0
fed,2019-09-01,b90_94,90--94.99%,4,0,0,0,0
fed,2019-09-01,b95_100,95--100%,5,66,1,1,1
fed,2019-01-01,b70_79,70--79.99%,1,0,0,0,0
fed,2019-01-01,b80_84,80--84.99%,2,0,0,0,0
fed,2019-01-01,b85_89,85--89.99%,3,0,0,0,0
fed,2019-01-01,b90_94,90--94.99%,4,0,0,0,0
fed,2019-01-01,b95_100,95--100%,5,25,1,1,1
feeder,2022-02-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2022-02-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2022-02-01,b85_89,85--89.99%,3,4638,20,0.0123215395814183,0.0123380629241209
feeder,2022-02-01,b90_94,90--94.99%,4,20905,128,0.055537254193521,0.0789636027143738
feeder,2022-02-01,b95_100,95--100%,5,350871,1473,0.932141206225061,0.908698334361505
feeder,2023-09-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2023-09-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2023-09-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2023-09-01,b90_94,90--94.99%,4,39152,307,0.0921859069899955,0.0993206082174054
feeder,2023-09-01,b95_100,95--100%,5,385555,2784,0.907814093010005,0.900679391782595
feeder,2023-10-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2023-10-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2023-10-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2023-10-01,b90_94,90--94.99%,4,35892,280,0.0842529277962831,0.10207801676996
feeder,2023-10-01,b95_100,95--100%,5,390111,2463,0.915747072203717,0.89792198323004
feeder,2024-01-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2024-01-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2024-01-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2024-01-01,b90_94,90--94.99%,4,30347,229,0.100476773830414,0.104997707473636
feeder,2024-01-01,b95_100,95--100%,5,271683,1952,0.899523226169586,0.895002292526364
feeder,2024-03-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2024-03-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2024-03-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2024-03-01,b90_94,90--94.99%,4,30050,302,0.0697228718862531,0.0803618946248004
feeder,2024-03-01,b95_100,95--100%,5,400942,3456,0.930277128113747,0.9196381053752
feeder,2024-05-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2024-05-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2024-05-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2024-05-01,b90_94,90--94.99%,4,15396,210,0.0483825350236005,0.0642398286937902
feeder,2024-05-01,b95_100,95--100%,5,302818,3059,0.951617464976399,0.93576017130621
feeder,2024-10-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2024-10-01,b80_84,80--84.99%,2,373,7,0.00076962915429517,0.00212378640776699
feeder,2024-10-01,b85_89,85--89.99%,3,1609,12,0.00331992844305879,0.00364077669902913
feeder,2024-10-01,b90_94,90--94.99%,4,16166,127,0.0333560989499617,0.0385315533980583
feeder,2024-10-01,b95_100,95--100%,5,466501,3150,0.962554343452684,0.955703883495146
feeder,2024-11-01,b70_79,70--79.99%,1,25,1,5.16235609932373e-05,0.000283929585462805
feeder,2024-11-01,b80_84,80--84.99%,2,43,2,8.87925249083682e-05,0.00056785917092561
feeder,2024-11-01,b85_89,85--89.99%,3,2179,20,0.00449950957617056,0.0056785917092561
feeder,2024-11-01,b90_94,90--94.99%,4,13967,120,0.0288410510557018,0.0340715502555366
feeder,2024-11-01,b95_100,95--100%,5,468061,3379,0.966519023282226,0.959398069278819
feeder,2024-12-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2024-12-01,b80_84,80--84.99%,2,155,5,0.000286063890062879,0.0012990387113536
feeder,2024-12-01,b85_89,85--89.99%,3,2555,25,0.00471544025232681,0.00649519355676799
feeder,2024-12-01,b90_94,90--94.99%,4,20028,130,0.0369631457430925,0.0337750064951936
feeder,2024-12-01,b95_100,95--100%,5,519099,3689,0.958035350114518,0.958430761236685
feeder,2021-02-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2021-02-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2021-02-01,b85_89,85--89.99%,3,1035,8,0.0309973045822102,0.0278745644599303
feeder,2021-02-01,b90_94,90--94.99%,4,2961,15,0.0886792452830189,0.0522648083623693
feeder,2021-02-01,b95_100,95--100%,5,29394,264,0.880323450134771,0.9198606271777
feeder,2021-04-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2021-04-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2021-04-01,b85_89,85--89.99%,3,1338,10,0.0136945641382557,0.0151057401812689
feeder,2021-04-01,b90_94,90--94.99%,4,8581,44,0.0878273952693367,0.0664652567975831
feeder,2021-04-01,b95_100,95--100%,5,87784,608,0.898478040592408,0.918429003021148
feeder,2021-06-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2021-06-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2021-06-01,b85_89,85--89.99%,3,1506,12,0.0103315565251394,0.0130718954248366
feeder,2021-06-01,b90_94,90--94.99%,4,6473,53,0.0444064843208682,0.0577342047930283
feeder,2021-06-01,b95_100,95--100%,5,137788,853,0.945261959153992,0.929193899782135
feeder,2021-09-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2021-09-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2021-09-01,b85_89,85--89.99%,3,1634,15,0.0197150130910583,0.0338600451467269
feeder,2021-09-01,b90_94,90--94.99%,4,1017,16,0.0122706048430883,0.036117381489842
feeder,2021-09-01,b95_100,95--100%,5,80230,412,0.968014382065853,0.930022573363431
feeder,2021-12-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2021-12-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2021-12-01,b85_89,85--89.99%,3,9388,26,0.0482852264077191,0.0273684210526316
feeder,2021-12-01,b90_94,90--94.99%,4,15218,63,0.0782706194581027,0.0663157894736842
feeder,2021-12-01,b95_100,95--100%,5,169822,861,0.873444154134178,0.906315789473684
feeder,2022-03-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2022-03-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2022-03-01,b85_89,85--89.99%,3,2380,16,0.0133839448896387,0.0130932896890344
feeder,2022-03-01,b90_94,90--94.99%,4,10672,95,0.0600140587656404,0.0777414075286416
feeder,2022-03-01,b95_100,95--100%,5,164773,1111,0.926601996344721,0.909165302782324
feeder,2022-05-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2022-05-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2022-05-01,b85_89,85--89.99%,3,2295,9,0.0248742738229429,0.0128755364806867
feeder,2022-05-01,b90_94,90--94.99%,4,6182,40,0.0670033816006243,0.0572246065808298
feeder,2022-05-01,b95_100,95--100%,5,83787,650,0.908122344576433,0.929899856938484
feeder,2022-07-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2022-07-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2022-07-01,b85_89,85--89.99%,3,522,9,0.00197925197925198,0.00581020012911556
feeder,2022-07-01,b90_94,90--94.99%,4,5089,55,0.0192958109624776,0.0355067785668173
feeder,2022-07-01,b95_100,95--100%,5,258125,1485,0.97872493705827,0.958683021304067
feeder,2022-08-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2022-08-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2022-08-01,b85_89,85--89.99%,3,1120,11,0.00397392819253682,0.00868192580899763
feeder,2022-08-01,b90_94,90--94.99%,4,5227,48,0.0185461809485625,0.0378847671665351
feeder,2022-08-01,b95_100,95--100%,5,275490,1208,0.977479890858901,0.953433307024467
feeder,2022-10-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2022-10-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2022-10-01,b85_89,85--89.99%,3,950,5,0.00794327664342213,0.00712250712250712
feeder,2022-10-01,b90_94,90--94.99%,4,4465,31,0.037333400224084,0.0441595441595442
feeder,2022-10-01,b95_100,95--100%,5,114183,666,0.954723323132494,0.948717948717949
feeder,2022-12-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2022-12-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2022-12-01,b85_89,85--89.99%,3,178,2,0.000812514549944539,0.00186393289841566
feeder,2022-12-01,b90_94,90--94.99%,4,7172,62,0.032737945798889,0.0577819198508854
feeder,2022-12-01,b95_100,95--100%,5,211723,1009,0.966449539651166,0.940354147250699
feeder,2023-01-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2023-01-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2023-01-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2023-01-01,b90_94,90--94.99%,4,11199,70,0.0391230074305417,0.0493653032440056
feeder,2023-01-01,b95_100,95--100%,5,275052,1348,0.960876992569458,0.950634696755994
feeder,2023-06-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2023-06-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2023-06-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2023-06-01,b90_94,90--94.99%,4,24040,293,0.0588559327220869,0.0760446405398391
feeder,2023-06-01,b95_100,95--100%,5,384415,3560,0.941144067277913,0.923955359460161
feeder,2023-07-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2023-07-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2023-07-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2023-07-01,b90_94,90--94.99%,4,16838,189,0.0666759063100164,0.0842245989304813
feeder,2023-07-01,b95_100,95--100%,5,235697,2055,0.933324093689984,0.915775401069519
feeder,2023-08-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2023-08-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2023-08-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2023-08-01,b90_94,90--94.99%,4,19561,162,0.0757341696188319,0.081
feeder,2023-08-01,b95_100,95--100%,5,238724,1838,0.924265830381168,0.919
feeder,2023-11-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2023-11-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2023-11-01,b85_89,85--89.99%,3,179,1,0.000621847338215472,0.000517330574236937
feeder,2023-11-01,b90_94,90--94.99%,4,24088,241,0.0836818920834318,0.124676668391102
feeder,2023-11-01,b95_100,95--100%,5,263585,1691,0.915696260578353,0.874806001034661
feeder,2023-12-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2023-12-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2023-12-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2023-12-01,b90_94,90--94.99%,4,14693,144,0.0786087645054116,0.112587959343237
feeder,2023-12-01,b95_100,95--100%,5,172220,1135,0.921391235494588,0.887412040656763
feeder,2024-04-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2024-04-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2024-04-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2024-04-01,b90_94,90--94.99%,4,28443,288,0.0819576711953781,0.0854345891426876
feeder,2024-04-01,b95_100,95--100%,5,318602,3083,0.918042328804622,0.914565410857312
feeder,2023-05-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2023-05-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2023-05-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2023-05-01,b90_94,90--94.99%,4,25297,297,0.0505002714961032,0.0702625975869411
feeder,2023-05-01,b95_100,95--100%,5,475631,3930,0.949499728503897,0.929737402413059
feeder,2021-08-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2021-08-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2021-08-01,b85_89,85--89.99%,3,1714,16,0.013686051246836,0.0162107396149949
feeder,2021-08-01,b90_94,90--94.99%,4,12539,54,0.100122168368773,0.0547112462006079
feeder,2021-08-01,b95_100,95--100%,5,110984,917,0.886191780384391,0.929078014184397
feeder,2024-09-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2024-09-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2024-09-01,b85_89,85--89.99%,3,170,1,0.000850799751766661,0.000562113546936481
feeder,2024-09-01,b90_94,90--94.99%,4,5810,56,0.0290773326927312,0.031478358628443
feeder,2024-09-01,b95_100,95--100%,5,193832,1722,0.970071867555502,0.967959527824621
feeder,2014-07-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2014-07-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2014-07-01,b85_89,85--89.99%,3,392,4,0.0224731984177034,0.0172413793103448
feeder,2014-07-01,b90_94,90--94.99%,4,5220,79,0.299260448317377,0.34051724137931
feeder,2014-07-01,b95_100,95--100%,5,11831,149,0.67826635326492,0.642241379310345
feeder,2014-08-01,b70_79,70--79.99%,1,250,1,0.0329077267342372,0.00840336134453782
feeder,2014-08-01,b80_84,80--84.99%,2,200,2,0.0263261813873898,0.0168067226890756
feeder,2014-08-01,b85_89,85--89.99%,3,76,1,0.0100039489272081,0.00840336134453782
feeder,2014-08-01,b90_94,90--94.99%,4,1975,35,0.259971041200474,0.294117647058824
feeder,2014-08-01,b95_100,95--100%,5,5096,80,0.670791101750691,0.672268907563025
feeder,2014-10-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2014-10-01,b80_84,80--84.99%,2,736,6,0.0391718558731173,0.0266666666666667
feeder,2014-10-01,b85_89,85--89.99%,3,451,8,0.0240034062483368,0.0355555555555556
feeder,2014-10-01,b90_94,90--94.99%,4,7226,86,0.384586726276013,0.382222222222222
feeder,2014-10-01,b95_100,95--100%,5,10376,125,0.552238011602533,0.555555555555556
feeder,2015-01-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2015-01-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2015-01-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2015-01-01,b90_94,90--94.99%,4,3749,34,0.523384056959375,0.419753086419753
feeder,2015-01-01,b95_100,95--100%,5,3414,47,0.476615943040626,0.580246913580247
feeder,2015-02-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2015-02-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2015-02-01,b85_89,85--89.99%,3,310,2,0.0545678577715191,0.0344827586206897
feeder,2015-02-01,b90_94,90--94.99%,4,2159,19,0.380038725576483,0.327586206896552
feeder,2015-02-01,b95_100,95--100%,5,3212,37,0.565393416651998,0.637931034482759
feeder,2016-11-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2016-11-01,b80_84,80--84.99%,2,250,1,0.0249500998003992,0.0087719298245614
feeder,2016-11-01,b85_89,85--89.99%,3,1170,11,0.116766467065868,0.0964912280701754
feeder,2016-11-01,b90_94,90--94.99%,4,1285,11,0.128243512974052,0.0964912280701754
