cattle_type,month,coverage_bin,coverage_label,bin_order,insured_head,endorsements,head_share,endorsement_share
feeder,2005-03-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2005-03-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2005-03-01,b85_89,85--89.99%,3,1055,8,0.233613817537644,0.150943396226415
feeder,2005-03-01,b90_94,90--94.99%,4,3461,45,0.766386182462356,0.849056603773585
feeder,2005-03-01,b95_100,95--100%,5,0,0,0,0
feeder,2005-04-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2005-04-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2005-04-01,b85_89,85--89.99%,3,935,13,0.299487508007687,0.288888888888889
feeder,2005-04-01,b90_94,90--94.99%,4,2187,32,0.700512491992313,0.711111111111111
feeder,2005-04-01,b95_100,95--100%,5,0,0,0,0
feeder,2005-05-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2005-05-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2005-05-01,b85_89,85--89.99%,3,215,3,0.0809487951807229,0.0638297872340426
feeder,2005-05-01,b90_94,90--94.99%,4,2441,44,0.919051204819277,0.936170212765957
feeder,2005-05-01,b95_100,95--100%,5,0,0,0,0
feeder,2005-11-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2005-11-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2005-11-01,b85_89,85--89.99%,3,2655,18,0.142389788694626,0.116883116883117
feeder,2005-11-01,b90_94,90--94.99%,4,15991,136,0.857610211305374,0.883116883116883
feeder,2005-11-01,b95_100,95--100%,5,0,0,0,0
feeder,2006-01-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2006-01-01,b80_84,80--84.99%,2,321,2,0.0343719884355927,0.025
feeder,2006-01-01,b85_89,85--89.99%,3,486,6,0.0520398329585609,0.075
feeder,2006-01-01,b90_94,90--94.99%,4,8532,72,0.913588178605846,0.9
feeder,2006-01-01,b95_100,95--100%,5,0,0,0,0
feeder,2006-02-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2006-02-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2006-02-01,b85_89,85--89.99%,3,2785,5,0.256540162122329,0.0806451612903226
feeder,2006-02-01,b90_94,90--94.99%,4,8071,57,0.743459837877671,0.919354838709677
feeder,2006-02-01,b95_100,95--100%,5,0,0,0,0
feeder,2006-04-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2006-04-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2006-04-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2006-04-01,b90_94,90--94.99%,4,4446,54,1,1
feeder,2006-04-01,b95_100,95--100%,5,0,0,0,0
feeder,2006-05-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2006-05-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2006-05-01,b85_89,85--89.99%,3,301,6,0.147404505386876,0.122448979591837
feeder,2006-05-01,b90_94,90--94.99%,4,1741,43,0.852595494613124,0.877551020408163
feeder,2006-05-01,b95_100,95--100%,5,0,0,0,0
feeder,2009-08-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2009-08-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2009-08-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2009-08-01,b90_94,90--94.99%,4,197,5,0.0488955075701167,0.0793650793650794
feeder,2009-08-01,b95_100,95--100%,5,3832,58,0.951104492429883,0.920634920634921
feeder,2010-05-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2010-05-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2010-05-01,b85_89,85--89.99%,3,88,2,0.0191972076788831,0.0273972602739726
feeder,2010-05-01,b90_94,90--94.99%,4,751,12,0.163830715532286,0.164383561643836
feeder,2010-05-01,b95_100,95--100%,5,3745,59,0.816972076788831,0.808219178082192
feeder,2014-11-01,b70_79,70--79.99%,1,125,1,0.0050332192470304,0.00380228136882129
feeder,2014-11-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2014-11-01,b85_89,85--89.99%,3,497,4,0.0200120797261929,0.0152091254752852
feeder,2014-11-01,b90_94,90--94.99%,4,10664,125,0.429394000402658,0.475285171102662
feeder,2014-11-01,b95_100,95--100%,5,13549,133,0.545560700624119,0.505703422053232
feeder,2015-08-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2015-08-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2015-08-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2015-08-01,b90_94,90--94.99%,4,931,11,0.344942571322712,0.261904761904762
feeder,2015-08-01,b95_100,95--100%,5,1768,31,0.655057428677288,0.738095238095238
feeder,2016-01-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2016-01-01,b80_84,80--84.99%,2,450,1,0.0459230533727931,0.00884955752212389
feeder,2016-01-01,b85_89,85--89.99%,3,2010,11,0.205122971731809,0.0973451327433628
feeder,2016-01-01,b90_94,90--94.99%,4,950,17,0.0969486682314522,0.150442477876106
feeder,2016-01-01,b95_100,95--100%,5,6389,84,0.652005306663945,0.743362831858407
feeder,2016-06-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2016-06-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2016-06-01,b85_89,85--89.99%,3,287,3,0.0303254437869823,0.0238095238095238
feeder,2016-06-01,b90_94,90--94.99%,4,1047,20,0.110629754860524,0.158730158730159
feeder,2016-06-01,b95_100,95--100%,5,8130,103,0.859044801352494,0.817460317460317
feeder,2020-10-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2020-10-01,b80_84,80--84.99%,2,75,1,0.00315895880717715,0.0106382978723404
feeder,2020-10-01,b85_89,85--89.99%,3,330,3,0.0138994187515795,0.0319148936170213
feeder,2020-10-01,b90_94,90--94.99%,4,2127,10,0.0895880717715441,0.106382978723404
feeder,2020-10-01,b95_100,95--100%,5,21210,80,0.893353550669699,0.851063829787234
feeder,2005-07-01,b70_79,70--79.99%,1,13,1,0.00338453527727154,0.0217391304347826
feeder,2005-07-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2005-07-01,b85_89,85--89.99%,3,792,7,0.206196303046082,0.152173913043478
feeder,2005-07-01,b90_94,90--94.99%,4,3036,38,0.790419161676647,0.826086956521739
feeder,2005-07-01,b95_100,95--100%,5,0,0,0,0
feeder,2005-08-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2005-08-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2005-08-01,b85_89,85--89.99%,3,311,4,0.0830884317392466,0.0833333333333333
feeder,2005-08-01,b90_94,90--94.99%,4,3432,44,0.916911568260753,0.916666666666667
feeder,2005-08-01,b95_100,95--100%,5,0,0,0,0
feeder,2006-06-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2006-06-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2006-06-01,b85_89,85--89.99%,3,111,3,0.0184385382059801,0.0352941176470588
feeder,2006-06-01,b90_94,90--94.99%,4,5869,81,0.974916943521595,0.952941176470588
feeder,2006-06-01,b95_100,95--100%,5,40,1,0.00664451827242525,0.0117647058823529
feeder,2016-10-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2016-10-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2016-10-01,b85_89,85--89.99%,3,644,5,0.0859354149986656,0.0617283950617284
feeder,2016-10-01,b90_94,90--94.99%,4,1277,8,0.170402989057913,0.0987654320987654
feeder,2016-10-01,b95_100,95--100%,5,5573,68,0.743661595943421,0.839506172839506
feeder,2016-12-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2016-12-01,b80_84,80--84.99%,2,150,1,0.024216984178237,0.0135135135135135
feeder,2016-12-01,b85_89,85--89.99%,3,540,8,0.0871811430416532,0.108108108108108
feeder,2016-12-01,b90_94,90--94.99%,4,1205,11,0.194543106231837,0.148648648648649
feeder,2016-12-01,b95_100,95--100%,5,4299,54,0.694058766548273,0.72972972972973
feeder,2017-01-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2017-01-01,b80_84,80--84.99%,2,400,1,0.0371264154445888,0.0113636363636364
feeder,2017-01-01,b85_89,85--89.99%,3,1080,6,0.10024132170039,0.0681818181818182
feeder,2017-01-01,b90_94,90--94.99%,4,964,12,0.0894746612214591,0.136363636363636
feeder,2017-01-01,b95_100,95--100%,5,8330,69,0.773157601633562,0.784090909090909
feeder,2018-07-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2018-07-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2018-07-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2018-07-01,b90_94,90--94.99%,4,282,9,0.0429616087751371,0.0725806451612903
feeder,2018-07-01,b95_100,95--100%,5,6282,115,0.957038391224863,0.92741935483871
feeder,2018-08-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2018-08-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2018-08-01,b85_89,85--89.99%,3,75,1,0.0249003984063745,0.027027027027027
feeder,2018-08-01,b90_94,90--94.99%,4,286,5,0.0949535192563081,0.135135135135135
feeder,2018-08-01,b95_100,95--100%,5,2651,31,0.880146082337318,0.837837837837838
feeder,2018-09-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2018-09-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2018-09-01,b85_89,85--89.99%,3,550,2,0.0713822193380922,0.0206185567010309
feeder,2018-09-01,b90_94,90--94.99%,4,765,9,0.0992861778066191,0.0927835051546392
feeder,2018-09-01,b95_100,95--100%,5,6390,86,0.829331602855289,0.88659793814433
feeder,2018-10-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2018-10-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2018-10-01,b85_89,85--89.99%,3,32,1,0.00595570444816676,0.0149253731343284
feeder,2018-10-01,b90_94,90--94.99%,4,310,6,0.0576958868416155,0.0895522388059701
feeder,2018-10-01,b95_100,95--100%,5,5031,60,0.936348408710218,0.895522388059702
feeder,2019-02-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2019-02-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2019-02-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2019-02-01,b90_94,90--94.99%,4,422,4,0.130893300248139,0.102564102564103
feeder,2019-02-01,b95_100,95--100%,5,2802,35,0.869106699751861,0.897435897435897
feeder,2019-05-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2019-05-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2019-05-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2019-05-01,b90_94,90--94.99%,4,282,4,0.108670520231214,0.222222222222222
feeder,2019-05-01,b95_100,95--100%,5,2313,14,0.891329479768786,0.777777777777778
feeder,2005-09-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2005-09-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2005-09-01,b85_89,85--89.99%,3,977,12,0.155079365079365,0.148148148148148
feeder,2005-09-01,b90_94,90--94.99%,4,5323,69,0.844920634920635,0.851851851851852
feeder,2005-09-01,b95_100,95--100%,5,0,0,0,0
feeder,2006-08-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2006-08-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2006-08-01,b85_89,85--89.99%,3,96,2,0.0246786632390746,0.0317460317460317
feeder,2006-08-01,b90_94,90--94.99%,4,3757,60,0.965809768637532,0.952380952380952
feeder,2006-08-01,b95_100,95--100%,5,37,1,0.00951156812339332,0.0158730158730159
feeder,2012-04-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2012-04-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2012-04-01,b85_89,85--89.99%,3,493,11,0.0898978847556528,0.134146341463415
feeder,2012-04-01,b90_94,90--94.99%,4,2508,31,0.457330415754923,0.378048780487805
feeder,2012-04-01,b95_100,95--100%,5,2483,40,0.452771699489424,0.487804878048781
feeder,2013-01-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2013-01-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2013-01-01,b85_89,85--89.99%,3,57,1,0.0129134571816946,0.0178571428571429
feeder,2013-01-01,b90_94,90--94.99%,4,188,5,0.0425917535115542,0.0892857142857143
feeder,2013-01-01,b95_100,95--100%,5,4169,50,0.944494789306751,0.892857142857143
feeder,2013-06-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2013-06-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2013-06-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2013-06-01,b90_94,90--94.99%,4,342,5,0.0386834068544282,0.0485436893203884
feeder,2013-06-01,b95_100,95--100%,5,8499,98,0.961316593145572,0.951456310679612
feeder,2015-05-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2015-05-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2015-05-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2015-05-01,b90_94,90--94.99%,4,3788,28,0.350221893491124,0.239316239316239
feeder,2015-05-01,b95_100,95--100%,5,7028,89,0.649778106508876,0.760683760683761
feeder,2017-07-01,b70_79,70--79.99%,1,100,1,0.0164609053497942,0.00952380952380953
feeder,2017-07-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2017-07-01,b85_89,85--89.99%,3,313,4,0.051522633744856,0.0380952380952381
feeder,2017-07-01,b90_94,90--94.99%,4,1128,22,0.185679012345679,0.20952380952381
feeder,2017-07-01,b95_100,95--100%,5,4534,78,0.746337448559671,0.742857142857143
feeder,2011-07-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2011-07-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2011-07-01,b85_89,85--89.99%,3,324,5,0.0164383561643836,0.0186567164179104
feeder,2011-07-01,b90_94,90--94.99%,4,2071,29,0.105073566717402,0.108208955223881
feeder,2011-07-01,b95_100,95--100%,5,17315,234,0.878488077118214,0.873134328358209
feeder,2012-01-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2012-01-01,b80_84,80--84.99%,2,60,1,0.00677277345072807,0.00826446280991736
feeder,2012-01-01,b85_89,85--89.99%,3,943,11,0.106445422733943,0.0909090909090909
feeder,2012-01-01,b90_94,90--94.99%,4,3858,47,0.435489332881815,0.388429752066116
feeder,2012-01-01,b95_100,95--100%,5,3998,62,0.451292470933514,0.512396694214876
feeder,2013-11-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2013-11-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2013-11-01,b85_89,85--89.99%,3,106,2,0.00440858426218599,0.00943396226415094
feeder,2013-11-01,b90_94,90--94.99%,4,6407,36,0.266469805356846,0.169811320754717
feeder,2013-11-01,b95_100,95--100%,5,17531,174,0.729121610380968,0.820754716981132
feeder,2013-12-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2013-12-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2013-12-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2013-12-01,b90_94,90--94.99%,4,2166,11,0.117941736999728,0.0607734806629834
feeder,2013-12-01,b95_100,95--100%,5,16199,170,0.882058263000272,0.939226519337017
feeder,2014-01-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2014-01-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2014-01-01,b85_89,85--89.99%,3,200,1,0.00902853015529072,0.00476190476190476
feeder,2014-01-01,b90_94,90--94.99%,4,3573,27,0.161294691224269,0.128571428571429
feeder,2014-01-01,b95_100,95--100%,5,18379,182,0.829676778620441,0.866666666666667
feeder,2014-05-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2014-05-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2014-05-01,b85_89,85--89.99%,3,405,4,0.019263698630137,0.0151515151515152
feeder,2014-05-01,b90_94,90--94.99%,4,3554,36,0.169044901065449,0.136363636363636
feeder,2014-05-01,b95_100,95--100%,5,17065,224,0.811691400304414,0.848484848484848
feeder,2013-03-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2013-03-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2013-03-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2013-03-01,b90_94,90--94.99%,4,186,5,0.0479876160990712,0.108695652173913
feeder,2013-03-01,b95_100,95--100%,5,3690,41,0.952012383900929,0.891304347826087
feeder,2013-07-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2013-07-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2013-07-01,b85_89,85--89.99%,3,100,1,0.00394819962097284,0.00354609929078014
feeder,2013-07-01,b90_94,90--94.99%,4,571,12,0.0225442198357549,0.0425531914893617
feeder,2013-07-01,b95_100,95--100%,5,24657,269,0.973507580543272,0.953900709219858
feeder,2014-04-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2014-04-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2014-04-01,b85_89,85--89.99%,3,80,3,0.00407290499949089,0.0111940298507463
feeder,2014-04-01,b90_94,90--94.99%,4,1603,16,0.0816108339272986,0.0597014925373134
feeder,2014-04-01,b95_100,95--100%,5,17959,249,0.914316261073211,0.92910447761194
feeder,2016-07-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2016-07-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2016-07-01,b85_89,85--89.99%,3,295,3,0.038734243697479,0.0315789473684211
feeder,2016-07-01,b90_94,90--94.99%,4,612,8,0.0803571428571429,0.0842105263157895
feeder,2016-07-01,b95_100,95--100%,5,6709,84,0.880908613445378,0.884210526315789
feeder,2017-03-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2017-03-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2017-03-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2017-03-01,b90_94,90--94.99%,4,1147,9,0.102410714285714,0.0708661417322835
feeder,2017-03-01,b95_100,95--100%,5,10053,118,0.897589285714286,0.929133858267716
feeder,2020-05-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2020-05-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2020-05-01,b85_89,85--89.99%,3,167,3,0.0568607422540007,0.0769230769230769
feeder,2020-05-01,b90_94,90--94.99%,4,412,3,0.140279196458972,0.0769230769230769
feeder,2020-05-01,b95_100,95--100%,5,2358,33,0.802860061287028,0.846153846153846
feeder,2013-08-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2013-08-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2013-08-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2013-08-01,b90_94,90--94.99%,4,590,6,0.0466292578835059,0.037037037037037
feeder,2013-08-01,b95_100,95--100%,5,12063,156,0.953370742116494,0.962962962962963
feeder,2017-08-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2017-08-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2017-08-01,b85_89,85--89.99%,3,434,8,0.23599782490484,0.275862068965517
feeder,2017-08-01,b90_94,90--94.99%,4,246,3,0.133768352365416,0.103448275862069
feeder,2017-08-01,b95_100,95--100%,5,1159,18,0.630233822729744,0.620689655172414
feeder,2017-09-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2017-09-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2017-09-01,b85_89,85--89.99%,3,363,5,0.0371127696554545,0.0431034482758621
feeder,2017-09-01,b90_94,90--94.99%,4,187,4,0.0191186995194765,0.0344827586206897
feeder,2017-09-01,b95_100,95--100%,5,9231,107,0.943768530825069,0.922413793103448
feeder,2017-10-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2017-10-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2017-10-01,b85_89,85--89.99%,3,1570,5,0.119509781533075,0.0359712230215827
feeder,2017-10-01,b90_94,90--94.99%,4,550,11,0.0418664839765548,0.079136690647482
feeder,2017-10-01,b95_100,95--100%,5,11017,123,0.838623734490371,0.884892086330935
feeder,2012-07-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2012-07-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2012-07-01,b85_89,85--89.99%,3,205,4,0.012074449287313,0.023121387283237
feeder,2012-07-01,b90_94,90--94.99%,4,1607,21,0.0946519024620097,0.121387283236994
feeder,2012-07-01,b95_100,95--100%,5,15166,148,0.893273648250677,0.855491329479769
feeder,2012-11-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2012-11-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2012-11-01,b85_89,85--89.99%,3,100,1,0.0210570646451885,0.0227272727272727
feeder,2012-11-01,b90_94,90--94.99%,4,1029,11,0.216677195198989,0.25
feeder,2012-11-01,b95_100,95--100%,5,3620,32,0.762265740155822,0.727272727272727
feeder,2015-03-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2015-03-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2015-03-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2015-03-01,b90_94,90--94.99%,4,2292,27,0.276945384243596,0.257142857142857
feeder,2015-03-01,b95_100,95--100%,5,5984,78,0.723054615756404,0.742857142857143
feeder,2015-11-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2015-11-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2015-11-01,b85_89,85--89.99%,3,614,5,0.0719053753366905,0.0632911392405063
feeder,2015-11-01,b90_94,90--94.99%,4,1927,15,0.225670453214662,0.189873417721519
feeder,2015-11-01,b95_100,95--100%,5,5998,59,0.702424171448647,0.746835443037975
feeder,2016-03-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2016-03-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2016-03-01,b85_89,85--89.99%,3,830,5,0.100048216007715,0.0609756097560976
feeder,2016-03-01,b90_94,90--94.99%,4,1298,12,0.156460945033751,0.146341463414634
feeder,2016-03-01,b95_100,95--100%,5,6168,65,0.743490838958534,0.792682926829268
feeder,2016-04-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2016-04-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2016-04-01,b85_89,85--89.99%,3,907,9,0.117319880998577,0.0989010989010989
feeder,2016-04-01,b90_94,90--94.99%,4,1046,21,0.135299443797698,0.230769230769231
feeder,2016-04-01,b95_100,95--100%,5,5778,61,0.747380675203725,0.67032967032967
feeder,2016-08-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2016-08-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2016-08-01,b85_89,85--89.99%,3,585,4,0.0761223162003904,0.031496062992126
feeder,2016-08-01,b90_94,90--94.99%,4,814,15,0.105920624593364,0.118110236220472
feeder,2016-08-01,b95_100,95--100%,5,6286,108,0.817957059206246,0.850393700787402
feeder,2016-02-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2016-02-01,b80_84,80--84.99%,2,200,1,0.0355682020273875,0.0172413793103448
feeder,2016-02-01,b85_89,85--89.99%,3,310,3,0.0551307131424507,0.0517241379310345
feeder,2016-02-01,b90_94,90--94.99%,4,2281,15,0.405655344122355,0.258620689655172
feeder,2016-02-01,b95_100,95--100%,5,2832,39,0.503645740707807,0.672413793103448
feeder,2015-04-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2015-04-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2015-04-01,b85_89,85--89.99%,3,83,3,0.01073599793041,0.0319148936170213
feeder,2015-04-01,b90_94,90--94.99%,4,1867,18,0.241495278747898,0.191489361702128
feeder,2015-04-01,b95_100,95--100%,5,5781,73,0.747768723321692,0.776595744680851
feeder,2015-06-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2015-06-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2015-06-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2015-06-01,b90_94,90--94.99%,4,1011,15,0.151619676064787,0.161290322580645
feeder,2015-06-01,b95_100,95--100%,5,5657,78,0.848380323935213,0.838709677419355
feeder,2016-05-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2016-05-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2016-05-01,b85_89,85--89.99%,3,298,6,0.0358086998317712,0.0508474576271187
feeder,2016-05-01,b90_94,90--94.99%,4,1321,19,0.158735880797885,0.161016949152542
feeder,2016-05-01,b95_100,95--100%,5,6703,93,0.805455419370344,0.788135593220339
feeder,2012-02-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2012-02-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2012-02-01,b85_89,85--89.99%,3,892,15,0.0846219523764349,0.112781954887218
feeder,2012-02-01,b90_94,90--94.99%,4,3831,34,0.363438003984442,0.255639097744361
feeder,2012-02-01,b95_100,95--100%,5,5818,84,0.551940043639123,0.631578947368421
feeder,2016-09-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2016-09-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2016-09-01,b85_89,85--89.99%,3,110,2,0.0197415649676956,0.0425531914893617
feeder,2016-09-01,b90_94,90--94.99%,4,2695,12,0.483668341708543,0.25531914893617
feeder,2016-09-01,b95_100,95--100%,5,2767,33,0.496590093323762,0.702127659574468
feeder,2017-02-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2017-02-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2017-02-01,b85_89,85--89.99%,3,1200,1,0.250731299623903,0.0238095238095238
feeder,2017-02-01,b90_94,90--94.99%,4,980,7,0.204763894692854,0.166666666666667
feeder,2017-02-01,b95_100,95--100%,5,2606,34,0.544504805683243,0.80952380952381
feeder,2017-11-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2017-11-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2017-11-01,b85_89,85--89.99%,3,240,3,0.023961661341853,0.0232558139534884
feeder,2017-11-01,b90_94,90--94.99%,4,1849,26,0.184604632587859,0.201550387596899
feeder,2017-11-01,b95_100,95--100%,5,7927,100,0.791433706070288,0.775193798449612
feeder,2012-06-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2012-06-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2012-06-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2012-06-01,b90_94,90--94.99%,4,2046,23,0.203703703703704,0.188524590163934
feeder,2012-06-01,b95_100,95--100%,5,7998,99,0.796296296296296,0.811475409836066
feeder,2013-09-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2013-09-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2013-09-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2013-09-01,b90_94,90--94.99%,4,1630,12,0.0941815450395794,0.0618556701030928
feeder,2013-09-01,b95_100,95--100%,5,15677,182,0.905818454960421,0.938144329896907
feeder,2013-10-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2013-10-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2013-10-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2013-10-01,b90_94,90--94.99%,4,845,9,0.118049734562727,0.116883116883117
feeder,2013-10-01,b95_100,95--100%,5,6313,68,0.881950265437273,0.883116883116883
feeder,2014-12-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2014-12-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2014-12-01,b85_89,85--89.99%,3,655,2,0.0466723671084509,0.0140845070422535
feeder,2014-12-01,b90_94,90--94.99%,4,6634,69,0.472709134957959,0.485915492957747
feeder,2014-12-01,b95_100,95--100%,5,6745,71,0.48061849793359,0.5
feeder,2007-08-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2007-08-01,b80_84,80--84.99%,2,113,2,0.0240272166702105,0.025974025974026
feeder,2007-08-01,b85_89,85--89.99%,3,460,7,0.0978099085689985,0.0909090909090909
feeder,2007-08-01,b90_94,90--94.99%,4,544,11,0.115670848394642,0.142857142857143
feeder,2007-08-01,b95_100,95--100%,5,3586,57,0.762492026366149,0.74025974025974
